timestamp,flow_id,src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,total_packets,total_bytes,packet_rate,byte_rate,forward_packets,backward_packets,packet_size_mean,packet_size_std,packet_size_min,packet_size_max,inter_arrival_time,iat_std,tcp_syn,tcp_ack,tcp_rst,tcp_fin,source_ip_entropy,destination_ip_entropy,unique_destination_hosts,unique_destination_ports,fanout,scan_rate,dns_query_count,unique_domains,dns_query_length,dns_entropy,nxdomain_ratio,dns_query_rate,periodicity_score,dominant_frequency_hz,ja3,ja4,tls_version,quic_version,outbound_bytes,inbound_bytes,outbound_inbound_ratio,volume_asymmetry,label,attack_type,severity,ground_truth_confidence,source
2026-09-01T10:00:19+00:00,FLOW-0000020,10.10.15.191,10.20.14.202,10840,8080,UDP,6.377,116,76448,18.1905,11988.1705,116,0,659.0375,272.9506,113.1362,1204.9387,1.57225,0.40102,0,0,0,0,2.874,2.5685,3,2,3,0.5644,0,0,0,0.0,0.0,0.0,0.061,0.636032,unknown,unknown,,,77103,76986,1.0015,0.0008,BENIGN,BENIGN,Low,0.2044,lab_generated
2026-09-01T10:00:20+00:00,FLOW-0000021,10.10.18.101,10.20.2.93,61108,8080,TCP,1.2007,55,49024,45.8056,40828.6198,55,0,891.3474,104.9267,681.4939,1101.2008,3.22696,0.85463,0,1,0,0,6.4298,2.8531,2,2,2,2.2583,0,0,0,0.0,0.0,0.0,0.3117,0.309889,unknown,unknown,,,43397,44793,0.9688,0.0158,BENIGN,BENIGN,Low,0.0906,lab_generated
2026-09-01T10:00:21+00:00,FLOW-0000022,10.10.5.228,10.20.17.140,30077,443,TCP,13.7904,275,247843,19.9414,17972.0961,275,0,901.2491,337.089,227.071,1575.4271,0.38123,0.08125,0,1,1,1,6.41,2.0754,3,1,3,0.2661,0,0,0,0.0,0.0,0.0,0.1303,2.623086,unknown,unknown,,,252235,250339,1.0076,0.0038,BENIGN,BENIGN,Low,0.0547,lab_generated
2026-09-01T10:00:22+00:00,FLOW-0000023,10.10.0.144,10.20.6.170,62266,80,DNS,7.0202,48,42424,6.8375,6043.1747,48,0,883.8431,247.2956,389.2518,1378.4344,0.14499,0.02705,0,0,0,0,3.0795,3.0073,3,2,3,0.5555,48,4,20,2.9612,0.131,0.2449,0.1273,6.897093,unknown,unknown,,,43927,43954,0.9994,0.0003,BENIGN,BENIGN,Low,0.1485,lab_generated
2026-09-01T10:00:23+00:00,FLOW-0000024,10.10.15.153,10.20.16.29,37970,443,TCP,55.7287,82,49170,1.4714,882.3096,82,0,599.6412,70.0111,459.6189,739.6634,0.67083,0.14739,0,1,0,1,3.0709,1.3764,2,1,2,0.0448,0,0,0,0.0,0.0,0.0,0.3239,1.490694,unknown,unknown,,,49414,25006,1.9761,0.328,BENIGN,BENIGN,Low,0.1126,lab_generated
2026-09-01T10:00:24+00:00,FLOW-0000025,10.10.3.159,10.20.0.108,40739,80,TLS,7.0625,115,69280,16.2831,9809.5035,115,0,602.4389,184.9869,232.4651,972.4127,0.23365,0.06104,0,1,0,0,6.1364,2.7109,2,1,2,0.3936,0,0,0,0.0,0.0,0.0,0.2873,4.279878,unknown,unknown,TLS1.3,,49093,61914,0.7929,0.1155,BENIGN,BENIGN,Low,0.17,lab_generated
2026-09-01T10:00:25+00:00,FLOW-0000026,10.10.15.51,10.20.13.111,33328,80,TCP,6.8723,98,74099,14.2602,10782.3339,98,0,756.1193,117.2913,521.5367,990.7019,0.3311,0.05248,0,1,1,1,4.753,1.1595,3,3,3,0.5173,0,0,0,0.0,0.0,0.0,0.1661,3.02019,unknown,unknown,,,68528,41725,1.6424,0.2431,BENIGN,BENIGN,Low,0.2172,lab_generated
2026-09-01T10:00:26+00:00,FLOW-0000027,10.10.17.5,10.20.15.184,49097,443,TLS,2.0446,30,24234,14.6726,11852.5247,30,0,807.8023,226.783,354.2362,1261.3684,0.45238,0.06508,0,1,0,0,4.5941,1.1275,2,2,2,1.2844,0,0,0,0.0,0.0,0.0,0.1186,2.210522,unknown,unknown,TLS1.3,,18339,8510,2.155,0.3661,BENIGN,BENIGN,Low,0.2,lab_generated
2026-09-01T10:00:27+00:00,FLOW-0000028,10.10.0.230,10.20.1.14,63330,443,TCP,4.5731,146,125188,31.9261,27375.116,146,0,857.4535,109.7778,637.8979,1077.009,0.35092,0.06588,0,1,2,0,6.0286,1.9031,3,4,3,0.7927,0,0,0,0.0,0.0,0.0,0.2684,2.84965,unknown,unknown,,,110948,90921,1.2203,0.0992,BENIGN,BENIGN,Low,0.2433,lab_generated
2026-09-01T10:00:28+00:00,FLOW-0000029,10.10.0.51,10.20.14.170,28550,22,TLS,1.6825,244,176667,145.0257,105005.1206,244,0,724.047,93.0823,537.8825,910.2115,1.26536,0.49908,0,1,0,0,3.1165,3.7744,3,3,3,2.3473,0,0,0,0.0,0.0,0.0,0.213,0.790287,unknown,unknown,TLS1.3,,135135,131749,1.0257,0.0127,BENIGN,BENIGN,Low,0.1497,lab_generated
2026-09-01T10:00:29+00:00,FLOW-0000030,10.10.15.162,10.20.1.71,30977,22,UDP,12.4014,98,72106,7.9023,5814.3231,98,0,735.781,112.0064,511.7683,959.7937,0.07819,0.01128,0,0,0,0,4.3412,2.7578,3,1,3,0.3191,0,0,0,0.0,0.0,0.0,0.3406,12.789552,unknown,unknown,,,62349,5964,10.4542,0.8254,BENIGN,BENIGN,Low,0.148,lab_generated
2026-09-01T10:00:30+00:00,FLOW-0000031,10.10.16.145,10.20.8.217,6419,8080,QUIC,5.6599,145,116793,25.6188,20635.1199,145,0,805.4736,364.7452,75.9833,1534.964,0.32614,0.04559,0,0,0,0,3.5874,3.1824,3,2,3,0.553,0,0,0,0.0,0.0,0.0,0.2413,3.066214,unknown,unknown,,1,90064,115238,0.7815,0.1226,BENIGN,BENIGN,Low,0.167,lab_generated
2026-09-01T10:00:31+00:00,FLOW-0000032,10.10.19.23,10.20.19.53,40519,22,TCP,4.9276,193,124719,39.1672,25310.307,193,0,646.2157,186.4261,273.3634,1019.068,0.66162,0.12207,0,1,0,0,4.9674,1.2679,3,4,3,0.7303,0,0,0,0.0,0.0,0.0,0.1944,1.511444,unknown,unknown,,,109896,64697,1.6986,0.2589,BENIGN,BENIGN,Low,0.1162,lab_generated
2026-09-01T10:00:32+00:00,FLOW-0000033,10.10.19.205,10.20.2.76,25975,22,TCP,5.6808,109,91800,19.1874,16159.6376,109,0,842.2031,159.0553,524.0924,1160.3137,0.22057,0.05221,0,1,2,0,4.8046,1.9599,2,2,2,0.397,0,0,0,0.0,0.0,0.0,0.1739,4.533806,unknown,unknown,,,79095,92139,0.8584,0.0762,BENIGN,BENIGN,Low,0.1313,lab_generated
2026-09-01T10:00:33+00:00,FLOW-0000034,10.10.11.14,10.20.4.158,40237,80,TLS,7.4223,175,146392,23.5775,19723.1978,175,0,836.5281,259.4453,317.6376,1355.4186,0.66815,0.11569,0,1,0,0,3.8971,2.3649,2,2,2,0.3699,0,0,0,0.0,0.0,0.0,0.1314,1.496664,unknown,unknown,TLS1.3,,148968,36182,4.1172,0.6092,BENIGN,BENIGN,Low,0.1359,lab_generated
2026-09-01T10:00:34+00:00,FLOW-0000035,10.10.10.19,10.20.9.243,41293,443,UDP,17.6464,50,33550,2.8334,1901.2364,50,0,671.0108,241.6989,187.6131,1154.4085,0.22731,0.0519,0,0,0,0,4.6111,3.2599,2,4,2,0.1554,0,0,0,0.0,0.0,0.0,0.3084,4.399188,unknown,unknown,,,28732,41777,0.6877,0.185,BENIGN,BENIGN,Low,0.2358,lab_generated
2026-09-01T10:00:35+00:00,FLOW-0000036,10.10.0.227,10.20.1.122,34607,53,TLS,9.841,163,122542,16.5633,12452.1443,163,0,751.7964,206.2088,339.3787,1164.214,0.36577,0.11853,0,1,0,0,5.8086,2.2124,3,2,3,0.3085,0,0,0,0.0,0.0,0.0,0.3161,2.733929,unknown,unknown,TLS1.3,,127789,118769,1.0759,0.0366,BENIGN,BENIGN,Low,0.2158,lab_generated
2026-09-01T10:00:36+00:00,FLOW-0000037,10.10.18.27,10.20.1.137,2834,53,DNS,5.5497,185,149083,33.3353,26863.3843,185,0,805.8575,199.4146,407.0283,1204.6866,0.52586,0.17492,0,0,0,0,3.2392,1.6614,2,1,2,0.4651,185,18,16,2.1389,0.277,5.9473,0.0522,1.901653,unknown,unknown,,,124262,151851,0.8183,0.0999,BENIGN,BENIGN,Low,0.1022,lab_generated
2026-09-01T10:00:37+00:00,FLOW-0000038,10.10.5.57,10.20.19.142,42997,8080,TCP,4.8075,216,211312,44.93,43954.8109,216,0,978.2971,175.6663,626.9644,1329.6298,0.82385,0.13609,0,1,2,1,3.8885,3.5348,2,3,2,0.4467,0,0,0,0.0,0.0,0.0,0.0693,1.213818,unknown,unknown,,,188765,188652,1.0006,0.0003,BENIGN,BENIGN,Low,0.1299,lab_generated
2026-09-01T10:00:38+00:00,FLOW-0000039,10.10.9.219,10.20.9.90,3739,8080,DNS,12.2781,125,92826,10.1807,7560.2825,125,0,742.6114,195.7649,351.0817,1134.1412,0.28752,0.02301,0,0,0,0,5.7698,3.3989,2,1,2,0.2086,125,12,15,4.0905,0.0573,2.8146,0.2917,3.478049,unknown,unknown,,,81797,40794,2.0051,0.3345,BENIGN,BENIGN,Low,0.1052,lab_generated
2026-09-01T10:00:39+00:00,FLOW-0000040,10.10.19.220,10.20.16.29,23341,22,TLS,7.8312,38,45155,4.8524,5766.032,38,0,1188.2982,118.7486,950.8009,1425.7954,0.13782,0.05385,0,1,0,0,6.2765,2.1767,3,4,3,0.4191,0,0,0,0.0,0.0,0.0,0.2652,7.255716,unknown,unknown,TLS1.3,,45968,44736,1.0275,0.0136,BENIGN,BENIGN,Low,0.1794,lab_generated
2026-09-01T10:00:40+00:00,FLOW-0000041,10.10.1.36,10.20.6.214,51119,443,TLS,6.5175,63,58772,9.6663,9017.6135,63,0,932.8996,154.2043,624.491,1241.3082,0.17666,0.04963,0,1,0,0,6.0296,1.3398,2,2,2,0.3901,0,0,0,0.0,0.0,0.0,0.1287,5.660464,unknown,unknown,TLS1.3,,59965,70681,0.8484,0.082,BENIGN,BENIGN,Low,0.0609,lab_generated
2026-09-01T10:00:41+00:00,FLOW-0000042,10.10.3.65,10.20.13.168,1955,22,TCP,7.458,266,192845,35.6662,25857.3113,266,0,724.9841,135.4403,454.1035,995.8647,0.4264,0.12084,0,1,0,1,5.2635,2.8666,3,3,3,0.441,0,0,0,0.0,0.0,0.0,0.1192,2.345199,unknown,unknown,,,174818,129937,1.3454,0.1473,BENIGN,BENIGN,Low,0.117,lab_generated
2026-09-01T10:00:42+00:00,FLOW-0000043,10.10.12.140,10.20.7.91,40005,8080,QUIC,4.1079,268,163582,65.2395,39820.9016,268,0,610.3815,52.4965,505.3886,715.3744,1.73988,0.42573,0,0,0,0,3.8865,1.4714,2,1,2,0.6552,0,0,0,0.0,0.0,0.0,0.2669,0.574751,unknown,unknown,,1,153213,63326,2.4194,0.4151,BENIGN,BENIGN,Low,0.129,lab_generated
2026-09-01T10:00:43+00:00,FLOW-0000044,10.10.12.57,10.20.8.97,12038,8080,UDP,24.4551,182,158004,7.4422,6460.9899,182,0,868.1556,214.3253,439.5051,1296.8061,0.38378,0.05243,0,0,0,0,2.0016,3.9139,3,3,3,0.1237,0,0,0,0.0,0.0,0.0,0.1768,2.605654,unknown,unknown,,,145234,172401,0.8424,0.0855,BENIGN,BENIGN,Low,0.1156,lab_generated
2026-09-01T10:00:44+00:00,FLOW-0000045,10.10.7.202,10.20.0.46,10621,8080,UDP,10.0464,50,35788,4.9769,3562.2774,50,0,715.7678,150.565,414.6378,1016.8978,0.19547,0.02053,0,0,0,0,4.7771,2.177,3,1,3,0.3703,0,0,0,0.0,0.0,0.0,0.3162,5.115965,unknown,unknown,,,25516,12857,1.9846,0.3299,BENIGN,BENIGN,Low,0.205,lab_generated
2026-09-01T10:00:45+00:00,FLOW-0000046,10.10.7.39,10.20.4.83,43152,443,UDP,1.8869,169,119312,89.5658,63232.4141,169,0,705.9891,192.0736,321.8419,1090.1363,0.18787,0.06626,0,0,0,0,5.8588,1.001,2,2,2,1.4158,0,0,0,0.0,0.0,0.0,0.104,5.322747,unknown,unknown,,,94621,49911,1.8958,0.3093,BENIGN,BENIGN,Low,0.1873,lab_generated
2026-09-01T10:00:46+00:00,FLOW-0000047,10.10.7.165,10.20.7.232,29555,53,UDP,5.418,207,162429,38.2059,29979.4866,207,0,784.6849,204.5167,375.6514,1193.7183,3.33982,0.56469,0,0,0,0,4.2542,1.3505,2,1,2,0.4148,0,0,0,0.0,0.0,0.0,0.1573,0.299417,unknown,unknown,,,138384,17252,8.0213,0.7783,BENIGN,BENIGN,Low,0.1136,lab_generated
2026-09-01T10:00:47+00:00,FLOW-0000048,10.10.14.225,10.20.17.123,53310,22,TCP,15.1056,72,47282,4.7664,3130.088,72,0,656.6949,241.1154,174.464,1138.9258,0.1863,0.05252,0,1,2,1,3.3463,1.2512,2,4,2,0.1389,0,0,0,0.0,0.0,0.0,0.2552,5.367699,unknown,unknown,,,43313,55768,0.7767,0.1257,BENIGN,BENIGN,Low,0.1704,lab_generated
2026-09-01T10:00:48+00:00,FLOW-0000049,10.10.2.134,10.20.6.107,37191,80,DNS,7.0847,84,70670,11.8565,9974.9659,84,0,841.3131,124.9496,591.4139,1091.2124,3.60614,1.11913,0,0,0,0,4.696,3.4379,3,3,3,0.5219,84,8,8,3.279,0.2529,0.3118,0.1979,0.277305,unknown,unknown,,,64208,72865,0.8812,0.0632,BENIGN,BENIGN,Low,0.0648,lab_generated
2026-09-01T10:00:49+00:00,FLOW-0000050,10.10.6.57,10.20.5.30,25435,443,TLS,9.3222,119,102672,12.7653,11013.7325,119,0,862.7922,219.2689,424.2544,1301.3299,0.87515,0.2632,0,1,0,0,2.313,3.5653,3,4,3,0.3259,0,0,0,0.0,0.0,0.0,0.1049,1.142661,unknown,unknown,TLS1.3,,98557,53842,1.8305,0.2934,BENIGN,BENIGN,Low,0.1774,lab_generated
2026-09-01T10:00:50+00:00,FLOW-0000051,10.10.8.39,10.20.5.131,40534,80,QUIC,6.1226,47,45657,7.6765,7457.135,47,0,971.4464,189.7088,592.0288,1350.8639,0.32868,0.112,0,0,0,0,4.4897,1.3529,2,4,2,0.354,0,0,0,0.0,0.0,0.0,0.3158,3.042508,unknown,unknown,,1,39803,5254,7.5758,0.7668,BENIGN,BENIGN,Low,0.0998,lab_generated
2026-09-01T10:00:51+00:00,FLOW-0000052,10.10.5.251,10.20.4.132,42273,8080,UDP,3.8221,49,45918,12.8201,12013.7413,49,0,937.1221,205.3625,526.3971,1347.847,0.30352,0.08426,0,0,0,0,2.1298,3.0536,2,1,2,0.6781,0,0,0,0.0,0.0,0.0,0.3455,3.294635,unknown,unknown,,,38873,14685,2.6471,0.4516,BENIGN,BENIGN,Low,0.1952,lab_generated
2026-09-01T10:00:52+00:00,FLOW-0000053,10.10.0.160,10.20.10.129,31906,22,TLS,5.3405,34,25406,6.3664,4757.226,34,0,747.2399,318.7884,109.6631,1384.8168,0.84454,0.05724,0,1,0,0,5.9188,1.7424,2,1,2,0.419,0,0,0,0.0,0.0,0.0,0.1848,1.184079,unknown,unknown,TLS1.3,,19520,11201,1.7427,0.2708,BENIGN,BENIGN,Low,0.1636,lab_generated
2026-09-01T10:00:53+00:00,FLOW-0000054,10.10.19.87,10.20.13.142,51242,443,UDP,6.5229,238,126338,36.4871,19368.52,238,0,530.8354,74.1715,382.4924,679.1785,0.59469,0.0392,0,0,0,0,2.3624,2.2446,2,1,2,0.321,0,0,0,0.0,0.0,0.0,0.3026,1.681548,unknown,unknown,,,121316,159006,0.763,0.1345,BENIGN,BENIGN,Low,0.2386,lab_generated
2026-09-01T10:00:54+00:00,FLOW-0000055,10.10.16.155,10.20.16.251,15617,8080,DNS,9.1959,262,234590,28.4909,25510.2027,262,0,895.383,218.2088,458.9653,1331.8006,0.36298,0.02708,0,0,0,0,5.3156,2.9749,2,4,2,0.2505,262,26,17,2.9081,0.119,1.9174,0.2369,2.754935,unknown,unknown,,,225647,43230,5.2197,0.6784,BENIGN,BENIGN,Low,0.2251,lab_generated
2026-09-01T10:00:55+00:00,FLOW-0000056,10.10.10.107,10.20.10.48,64463,443,DNS,4.5334,259,170141,57.131,37530.1843,259,0,656.9171,178.2164,300.4843,1013.3499,0.24126,0.02531,0,0,0,0,5.1887,1.473,2,4,2,0.5492,259,25,14,3.0441,0.0411,2.484,0.2531,4.144838,unknown,unknown,,,147258,66484,2.2149,0.3779,BENIGN,BENIGN,Low,0.0505,lab_generated
2026-09-01T10:00:56+00:00,FLOW-0000057,10.10.11.101,10.20.13.107,38024,8080,UDP,3.461,143,68700,41.3176,19849.7845,143,0,480.4261,217.3895,45.6471,915.2051,0.33739,0.05666,0,0,0,0,5.6045,2.7936,2,4,2,0.6955,0,0,0,0.0,0.0,0.0,0.3129,2.963891,unknown,unknown,,,71368,66698,1.07,0.0338,BENIGN,BENIGN,Low,0.1256,lab_generated
2026-09-01T10:00:57+00:00,FLOW-0000058,10.10.18.226,10.20.3.87,15886,80,TLS,15.6736,188,172837,11.9947,11027.2555,188,0,919.3478,214.5435,490.2607,1348.4348,0.71056,0.21898,0,1,0,0,2.8,3.3442,2,1,2,0.1854,0,0,0,0.0,0.0,0.0,0.3401,1.407349,unknown,unknown,TLS1.3,,158883,220338,0.7211,0.1621,BENIGN,BENIGN,Low,0.0595,lab_generated
2026-09-01T10:00:58+00:00,FLOW-0000059,10.10.4.223,10.20.14.149,39125,53,TLS,11.888,245,99823,20.6091,8396.9779,245,0,407.4437,181.7992,43.8452,771.0422,0.12543,0.04037,0,1,0,0,2.7253,3.4319,2,4,2,0.1849,0,0,0,0.0,0.0,0.0,0.3059,7.972667,unknown,unknown,TLS1.3,,74704,63076,1.1843,0.0844,BENIGN,BENIGN,Low,0.1313,lab_generated
2026-09-01T10:00:59+00:00,FLOW-0000060,10.10.6.22,10.20.15.40,5070,8080,TLS,17.0147,259,201015,15.2221,11814.1837,259,0,776.1231,257.2478,261.6275,1290.6187,0.35802,0.02571,0,1,0,0,3.8469,1.5606,2,2,2,0.1569,0,0,0,0.0,0.0,0.0,0.0847,2.79315,unknown,unknown,TLS1.3,,173603,243350,0.7134,0.1673,BENIGN,BENIGN,Low,0.2472,lab_generated
2026-09-01T10:01:00+00:00,FLOW-0000061,10.10.2.207,10.20.7.146,44832,8080,TLS,18.888,172,166511,9.1063,8815.6851,172,0,968.0895,216.5791,534.9313,1401.2478,0.20738,0.05517,0,1,0,0,6.1921,2.9049,3,4,3,0.2069,0,0,0,0.0,0.0,0.0,0.2717,4.821951,unknown,unknown,TLS1.3,,153556,153709,0.999,0.0005,BENIGN,BENIGN,Low,0.2275,lab_generated
